FlightNumber,Departure,DepartureCode,Arrival,ArrivalCode,Duration,Airline,Aircraft,Category,Price,SeatCapacity,AvailableSeats,DepartureDate,DepartureHour,ArrivalDate,ArrivalHour
AI455,New York,JFK,Jakarta,CGK,8676,AirAsia,Boeing 787,First Class,961.02,161,27,2025-03-28,12:50:30,2025-03-28,15:15:06
GA399,Tokyo,HND,Madrid,MAD,17378,Emirates,Airbus A320,Business,833.83,180,93,2025-03-25,12:51:22,2025-03-25,17:41:00
SI795,London,LHR,Tokyo,HND,11796,Emirates,Boeing 787,Premium Economy,491.45,145,122,2025-04-08,14:51:55,2025-04-08,18:08:31
AI373,Jakarta,CGK,Madrid,MAD,15373,Singapore Airlines,Airbus A320,Economy,222.77,198,169,2025-04-01,06:37:06,2025-04-01,10:53:19
GA135,New York,JFK,Jakarta,CGK,7529,Qatar Airways,Boeing 787,Economy,241.12,145,59,2025-03-09,04:57:56,2025-03-09,07:03:25
GA411,Sydney,SYD,Madrid,MAD,10060,Emirates,Boeing 787,Business,779.52,161,122,2025-03-23,19:44:55,2025-03-23,22:32:35
EM705,Dubai,DXB,Tokyo,HND,14934,AirAsia,Airbus A380,Business,622.33,195,121,2025-05-02,23:55:04,2025-05-03,04:03:58
SI330,Madrid,MAD,Dubai,DXB,14528,Singapore Airlines,Airbus A320,Business,703.71,172,155,2025-04-14,09:23:09,2025-04-14,13:25:17
AI918,London,LHR,Jakarta,CGK,12326,Qatar Airways,Boeing 777,Economy,189.05,169,41,2025-05-29,02:15:51,2025-05-29,05:41:17
QA288,New York,JFK,London,LHR,17316,AirAsia,Airbus A380,Economy,192.08,192,106,2025-03-22,14:27:06,2025-03-22,19:15:42
SI687,Jakarta,CGK,New York,JFK,8786,Qatar Airways,Airbus A380,Economy,287.25,117,25,2025-03-27,07:09:16,2025-03-27,09:35:42
SI278,Sydney,SYD,Madrid,MAD,13099,Emirates,Airbus A380,First Class,964.77,194,123,2025-03-13,20:56:28,2025-03-14,00:34:47
QA768,Sydney,SYD,New York,JFK,11683,Singapore Airlines,Boeing 777,Premium Economy,383.96,149,132,2025-04-01,03:14:42,2025-04-01,06:29:25
AI688,New York,JFK,Dubai,DXB,9882,Singapore Airlines,Boeing 787,Premium Economy,573.02,171,109,2025-03-20,05:20:55,2025-03-20,08:05:37
QA251,Sydney,SYD,Jakarta,CGK,17680,AirAsia,Airbus A380,Economy,152.92,138,70,2025-03-09,05:31:51,2025-03-09,10:26:31
SI501,London,LHR,New York,JFK,14598,AirAsia,Airbus A320,Economy,161.7,148,118,2025-03-26,04:20:15,2025-03-26,08:23:33
EM826,Sydney,SYD,Dubai,DXB,12846,Singapore Airlines,Airbus A320,Premium Economy,580.86,124,109,2025-04-18,04:52:39,2025-04-18,08:26:45
AI448,Sydney,SYD,Tokyo,HND,13119,Garuda Indonesia,Airbus A320,Economy,132.83,123,19,2025-03-21,02:09:57,2025-03-21,05:48:36
SI433,London,LHR,Jakarta,CGK,15221,AirAsia,Airbus A320,Premium Economy,520.06,105,95,2025-04-22,12:44:45,2025-04-22,16:58:26
SI893,Dubai,DXB,London,LHR,12438,Singapore Airlines,Airbus A380,First Class,948.66,132,73,2025-05-30,22:19:30,2025-05-31,01:46:48
GA560,Dubai,DXB,Tokyo,HND,8563,AirAsia,Boeing 787,Premium Economy,470.22,164,77,2025-04-28,03:51:08,2025-04-28,06:13:51
AI704,London,LHR,Tokyo,HND,14624,Qatar Airways,Airbus A380,Business,852.88,111,23,2025-04-22,06:07:51,2025-04-22,10:11:35
EM782,Sydney,SYD,Dubai,DXB,8761,Singapore Airlines,Boeing 787,Business,754.66,177,13,2025-04-05,07:15:51,2025-04-05,09:41:52
GA422,New York,JFK,Jakarta,CGK,11835,Singapore Airlines,Boeing 737,Business,893.12,169,100,2025-03-09,04:32:09,2025-03-09,07:49:24
SI375,London,LHR,New York,JFK,10746,Garuda Indonesia,Boeing 777,Business,645.29,129,40,2025-05-15,23:24:19,2025-05-16,02:23:25
SI104,Tokyo,HND,London,LHR,15448,AirAsia,Airbus A320,First Class,947.84,181,44,2025-03-06,20:52:41,2025-03-07,01:10:09
GA779,Sydney,SYD,Jakarta,CGK,17644,Qatar Airways,Boeing 737,Economy,209.21,149,25,2025-04-03,03:24:00,2025-04-03,08:18:04
AI244,Tokyo,HND,New York,JFK,10376,AirAsia,Airbus A380,Economy,138.92,165,93,2025-04-09,08:37:13,2025-04-09,11:30:09
GA120,Dubai,DXB,New York,JFK,13975,AirAsia,Boeing 787,First Class,943.48,167,40,2025-03-09,11:36:17,2025-03-09,15:29:12
SI808,Dubai,DXB,London,LHR,12569,Singapore Airlines,Boeing 737,First Class,957.89,139,72,2025-03-09,13:38:53,2025-03-09,17:08:22
EM724,Jakarta,CGK,Madrid,MAD,7756,Singapore Airlines,Airbus A380,Economy,228.64,146,113,2025-06-01,06:06:56,2025-06-01,08:16:12
EM863,Madrid,MAD,Tokyo,HND,17697,Qatar Airways,Boeing 777,First Class,983.6,138,19,2025-04-08,06:27:06,2025-04-08,11:22:03
SI121,Tokyo,HND,Madrid,MAD,13429,Emirates,Airbus A320,Business,637.5,197,120,2025-06-02,09:53:16,2025-06-02,13:37:05
SI611,Tokyo,HND,Jakarta,CGK,12651,Singapore Airlines,Airbus A320,First Class,957.29,143,27,2025-05-04,04:52:29,2025-05-04,08:23:20
SI864,Tokyo,HND,Madrid,MAD,10687,AirAsia,Boeing 737,Economy,261.83,110,46,2025-05-28,03:25:39,2025-05-28,06:23:46
GA580,Madrid,MAD,Tokyo,HND,14214,Qatar Airways,Boeing 737,Premium Economy,388.09,108,80,2025-04-27,20:38:36,2025-04-28,00:35:30
EM766,Dubai,DXB,London,LHR,15879,Qatar Airways,Airbus A380,Business,760.05,146,24,2025-03-07,22:25:46,2025-03-08,02:50:25
AI703,London,LHR,Sydney,SYD,10457,Qatar Airways,Boeing 787,Business,829.93,189,169,2025-04-28,04:32:28,2025-04-28,07:26:45
AI311,London,LHR,New York,JFK,16536,Emirates,Boeing 787,Business,731.47,120,48,2025-04-30,21:19:14,2025-05-01,01:54:50
QA730,Dubai,DXB,Sydney,SYD,9649,Singapore Airlines,Airbus A380,Economy,184.1,183,111,2025-05-14,19:49:34,2025-05-14,22:30:23
GA146,Sydney,SYD,London,LHR,8655,Singapore Airlines,Boeing 777,Premium Economy,358.33,121,93,2025-04-08,20:53:23,2025-04-08,23:17:38
QA392,Madrid,MAD,New York,JFK,15242,Emirates,Boeing 787,Economy,115.35,135,34,2025-05-12,08:33:47,2025-05-12,12:47:49
AI166,Madrid,MAD,New York,JFK,15658,Singapore Airlines,Airbus A380,Premium Economy,320.33,110,69,2025-05-23,11:17:59,2025-05-23,15:38:57
SI975,Dubai,DXB,London,LHR,8563,Singapore Airlines,Airbus A380,Economy,259.82,198,26,2025-04-04,22:03:09,2025-04-05,00:25:52
GA233,New York,JFK,Madrid,MAD,8910,Garuda Indonesia,Boeing 787,Economy,113.86,134,57,2025-03-27,14:06:21,2025-03-27,16:34:51
AI262,London,LHR,Sydney,SYD,7653,Qatar Airways,Airbus A320,Economy,129.73,156,20,2025-04-18,14:32:11,2025-04-18,16:39:44
QA798,Jakarta,CGK,New York,JFK,11227,Singapore Airlines,Airbus A320,Business,688.55,111,80,2025-03-10,00:45:51,2025-03-10,03:52:58
GA783,New York,JFK,Sydney,SYD,13055,Qatar Airways,Boeing 787,Premium Economy,460.52,182,102,2025-05-08,15:27:34,2025-05-08,19:05:09
GA380,Madrid,MAD,London,LHR,13041,Emirates,Boeing 777,First Class,942.23,196,108,2025-03-07,22:40:01,2025-03-08,02:17:22
AI454,London,LHR,Madrid,MAD,17589,AirAsia,Airbus A320,Economy,248.31,119,96,2025-05-23,04:36:11,2025-05-23,09:29:20
AI533,Tokyo,HND,London,LHR,17114,Qatar Airways,Boeing 787,Economy,114.58,149,132,2025-05-28,06:40:11,2025-05-28,11:25:25
QA488,Sydney,SYD,New York,JFK,8676,Qatar Airways,Boeing 737,Business,766.74,136,13,2025-03-31,21:21:05,2025-03-31,23:45:41
QA104,Tokyo,HND,Madrid,MAD,16458,Qatar Airways,Boeing 737,Business,886.84,118,78,2025-05-02,09:39:55,2025-05-02,14:14:13
QA463,Tokyo,HND,Sydney,SYD,13104,AirAsia,Airbus A320,First Class,911.33,140,80,2025-04-04,06:37:51,2025-04-04,10:16:15
SI942,Jakarta,CGK,London,LHR,14976,Garuda Indonesia,Boeing 777,Economy,260.8,102,66,2025-03-21,02:02:19,2025-03-21,06:11:55
QA677,New York,JFK,Sydney,SYD,17757,Qatar Airways,Boeing 777,Economy,206.11,137,125,2025-04-22,15:50:02,2025-04-22,20:45:59
AI936,Dubai,DXB,Sydney,SYD,10052,Emirates,Airbus A380,Business,825.98,159,136,2025-03-21,01:01:13,2025-03-21,03:48:45
QA151,Jakarta,CGK,New York,JFK,10744,Garuda Indonesia,Airbus A380,First Class,930.3,172,154,2025-04-26,02:41:04,2025-04-26,05:40:08
SI495,Dubai,DXB,Tokyo,HND,9672,Qatar Airways,Airbus A380,Economy,221.52,182,96,2025-05-24,03:22:05,2025-05-24,06:03:17
AI522,Madrid,MAD,New York,JFK,10160,Garuda Indonesia,Boeing 777,Premium Economy,415.7,119,50,2025-04-25,18:33:44,2025-04-25,21:23:04
EM206,Tokyo,HND,Jakarta,CGK,12912,Qatar Airways,Boeing 777,Business,825.58,159,144,2025-03-14,04:32:23,2025-03-14,08:07:35
AI945,Jakarta,CGK,Madrid,MAD,15473,AirAsia,Boeing 787,Economy,165.2,152,70,2025-05-29,04:22:59,2025-05-29,08:40:52
GA378,Madrid,MAD,Tokyo,HND,9935,Emirates,Boeing 737,Business,679.78,114,24,2025-03-08,06:56:32,2025-03-08,09:42:07
SI889,Jakarta,CGK,Madrid,MAD,17602,Singapore Airlines,Boeing 737,Business,627.13,191,142,2025-03-19,00:20:36,2025-03-19,05:13:58
SI393,Madrid,MAD,New York,JFK,16123,Garuda Indonesia,Boeing 777,First Class,902.78,140,79,2025-04-12,09:06:28,2025-04-12,13:35:11
SI467,Madrid,MAD,Dubai,DXB,9727,Garuda Indonesia,Airbus A380,First Class,966.58,152,73,2025-06-03,18:43:56,2025-06-03,21:26:03
AI308,Madrid,MAD,Sydney,SYD,16338,Emirates,Boeing 737,Premium Economy,477.77,104,70,2025-04-25,03:23:44,2025-04-25,07:56:02
EM173,New York,JFK,London,LHR,9719,Qatar Airways,Airbus A380,Premium Economy,344.96,176,56,2025-04-13,11:23:56,2025-04-13,14:05:55
GA573,Madrid,MAD,Sydney,SYD,7323,Garuda Indonesia,Boeing 787,Premium Economy,541.85,175,77,2025-04-14,12:33:16,2025-04-14,14:35:19
QA313,New York,JFK,Dubai,DXB,15247,AirAsia,Boeing 777,Economy,231.34,138,70,2025-04-16,00:15:20,2025-04-16,04:29:27
AI312,London,LHR,New York,JFK,11427,Singapore Airlines,Boeing 777,Business,770.94,189,59,2025-05-17,10:52:59,2025-05-17,14:03:26
SI481,Sydney,SYD,Madrid,MAD,14765,Garuda Indonesia,Boeing 787,Economy,252.06,187,38,2025-04-08,22:10:33,2025-04-09,02:16:38
EM483,London,LHR,Sydney,SYD,8392,Garuda Indonesia,Airbus A320,Economy,176.05,187,175,2025-05-18,09:07:43,2025-05-18,11:27:35
QA117,New York,JFK,Madrid,MAD,15344,Qatar Airways,Airbus A320,Business,782.01,108,23,2025-05-08,21:14:37,2025-05-09,01:30:21
SI983,Tokyo,HND,Sydney,SYD,17234,Qatar Airways,Airbus A320,Premium Economy,509.9,155,115,2025-03-19,20:46:03,2025-03-20,01:33:17
GA832,Sydney,SYD,Dubai,DXB,7798,Singapore Airlines,Boeing 737,Economy,220.2,198,117,2025-05-17,00:08:12,2025-05-17,02:18:10
AI954,Jakarta,CGK,Madrid,MAD,7893,Qatar Airways,Boeing 737,Economy,173.42,121,24,2025-05-17,21:27:07,2025-05-17,23:38:40
EM549,Dubai,DXB,Jakarta,CGK,7763,AirAsia,Airbus A320,Economy,138.4,103,64,2025-03-31,23:05:32,2025-04-01,01:14:55
QA330,Jakarta,CGK,Dubai,DXB,9517,Singapore Airlines,Boeing 737,First Class,933.5,130,125,2025-05-04,02:18:56,2025-05-04,04:57:33
EM401,Jakarta,CGK,Madrid,MAD,9968,Garuda Indonesia,Boeing 777,First Class,908.9,145,82,2025-03-23,04:51:31,2025-03-23,07:37:39
GA798,London,LHR,Jakarta,CGK,13456,Emirates,Boeing 787,Economy,240.19,151,26,2025-03-14,09:07:21,2025-03-14,12:51:37
AI535,Madrid,MAD,London,LHR,7560,Singapore Airlines,Boeing 777,Premium Economy,569.07,186,136,2025-03-26,21:31:02,2025-03-26,23:37:02
SI188,Jakarta,CGK,Dubai,DXB,11763,Qatar Airways,Airbus A320,Premium Economy,547.85,107,69,2025-05-27,02:45:18,2025-05-27,06:01:21
SI651,Tokyo,HND,Dubai,DXB,11858,Emirates,Boeing 787,First Class,960.92,176,20,2025-04-20,08:41:36,2025-04-20,11:59:14
AI896,Sydney,SYD,Jakarta,CGK,8804,Singapore Airlines,Boeing 737,Premium Economy,382.58,141,85,2025-04-20,06:46:30,2025-04-20,09:13:14
QA658,Jakarta,CGK,Tokyo,HND,12900,Emirates,Airbus A380,Economy,145.45,190,38,2025-05-15,20:08:12,2025-05-15,23:43:12
SI341,Madrid,MAD,New York,JFK,13958,Singapore Airlines,Boeing 737,Business,890.75,118,34,2025-06-01,04:50:19,2025-06-01,08:42:57
SI679,Madrid,MAD,New York,JFK,16485,Singapore Airlines,Boeing 737,Economy,185.24,167,92,2025-05-07,02:36:47,2025-05-07,07:11:32
AI964,Tokyo,HND,London,LHR,16147,Singapore Airlines,Airbus A320,Economy,193.05,177,122,2025-03-17,13:44:04,2025-03-17,18:13:11
SI159,New York,JFK,Jakarta,CGK,7906,Qatar Airways,Airbus A320,Premium Economy,429.5,190,97,2025-04-06,20:59:18,2025-04-06,23:11:04
AI214,New York,JFK,Jakarta,CGK,17769,Singapore Airlines,Airbus A320,First Class,979.85,179,88,2025-05-04,16:31:43,2025-05-04,21:27:52
AI510,New York,JFK,Jakarta,CGK,13989,AirAsia,Boeing 737,First Class,985.78,108,69,2025-06-03,09:01:08,2025-06-03,12:54:17
EM522,London,LHR,New York,JFK,16490,Qatar Airways,Airbus A320,Economy,115.1,100,62,2025-04-02,15:31:18,2025-04-02,20:06:08
EM761,Sydney,SYD,Madrid,MAD,17962,Singapore Airlines,Airbus A320,First Class,933.3,166,54,2025-04-16,12:08:35,2025-04-16,17:07:57
GA432,Tokyo,HND,New York,JFK,8832,Singapore Airlines,Airbus A380,First Class,907.64,156,117,2025-03-22,00:44:21,2025-03-22,03:11:33
EM226,Jakarta,CGK,Tokyo,HND,14319,Singapore Airlines,Boeing 787,Premium Economy,437.77,181,109,2025-05-03,12:29:51,2025-05-03,16:28:30
SI498,Tokyo,HND,London,LHR,10828,Qatar Airways,Boeing 787,Economy,152.93,112,40,2025-04-20,12:37:16,2025-04-20,15:37:44
QA235,Sydney,SYD,London,LHR,9204,Emirates,Boeing 787,Premium Economy,463.7,165,148,2025-04-11,00:37:44,2025-04-11,03:11:08
GA118,Madrid,MAD,Sydney,SYD,12870,Emirates,Boeing 737,Economy,249.23,168,168,2025-05-24,21:03:34,2025-05-25,00:38:04
GA990,New York,JFK,London,LHR,11340,Emirates,Boeing 787,First Class,937.2,124,42,2025-03-11,21:31:39,2025-03-12,00:40:39
QA321,Sydney,SYD,London,LHR,17807,Garuda Indonesia,Boeing 737,First Class,963.4,111,67,2025-05-16,01:05:41,2025-05-16,06:02:28
QA496,Madrid,MAD,Jakarta,CGK,12443,Qatar Airways,Boeing 787,First Class,960.74,103,18,2025-05-27,17:01:32,2025-05-27,20:28:55
QA116,Jakarta,CGK,Sydney,SYD,16351,Emirates,Boeing 737,Business,737.4,126,54,2025-03-15,02:08:17,2025-03-15,06:40:48
AI898,Madrid,MAD,New York,JFK,14012,Qatar Airways,Boeing 737,Business,750.52,165,17,2025-05-25,08:58:19,2025-05-25,12:51:51
EM342,Madrid,MAD,Tokyo,HND,13720,AirAsia,Boeing 787,Business,635.35,179,20,2025-05-05,15:05:08,2025-05-05,18:53:48
SI448,New York,JFK,Sydney,SYD,12073,Emirates,Boeing 737,Economy,139.83,153,34,2025-06-01,13:02:55,2025-06-01,16:24:08
GA176,Sydney,SYD,Jakarta,CGK,9759,AirAsia,Boeing 787,First Class,966.97,144,20,2025-04-15,05:48:16,2025-04-15,08:30:55
EM398,Tokyo,HND,New York,JFK,16882,Emirates,Boeing 737,Business,685.37,105,94,2025-03-31,01:23:52,2025-03-31,06:05:14
EM940,Jakarta,CGK,London,LHR,12051,Qatar Airways,Boeing 737,Business,854.11,136,119,2025-04-29,19:51:03,2025-04-29,23:11:54
SI492,Jakarta,CGK,Tokyo,HND,17042,Singapore Airlines,Boeing 787,Premium Economy,577.66,108,20,2025-04-14,14:37:49,2025-04-14,19:21:51
SI674,New York,JFK,London,LHR,16709,Garuda Indonesia,Airbus A320,Premium Economy,441.53,177,105,2025-03-23,14:49:51,2025-03-23,19:28:20
QA299,Dubai,DXB,New York,JFK,10071,Qatar Airways,Boeing 787,Business,643.25,146,44,2025-05-08,04:48:10,2025-05-08,07:36:01
QA559,Jakarta,CGK,New York,JFK,12473,Qatar Airways,Boeing 737,First Class,975.22,140,69,2025-04-26,11:06:31,2025-04-26,14:34:24
EM789,Tokyo,HND,Jakarta,CGK,9541,Singapore Airlines,Boeing 787,Economy,185.29,146,89,2025-05-26,20:00:52,2025-05-26,22:39:53
SI744,Sydney,SYD,Jakarta,CGK,14221,Emirates,Airbus A380,Economy,229.72,133,21,2025-03-16,13:06:00,2025-03-16,17:03:01
QA114,Madrid,MAD,London,LHR,16776,AirAsia,Airbus A380,Premium Economy,456.65,170,83,2025-03-18,08:23:43,2025-03-18,13:03:19
AI914,Jakarta,CGK,Tokyo,HND,8140,Singapore Airlines,Boeing 787,Premium Economy,388.1,195,124,2025-04-07,01:07:14,2025-04-07,03:22:54
EM947,Tokyo,HND,Jakarta,CGK,7281,AirAsia,Boeing 737,Business,887.82,174,119,2025-03-20,17:27:46,2025-03-20,19:29:07
AI585,Sydney,SYD,Jakarta,CGK,17564,Garuda Indonesia,Airbus A380,First Class,917.31,191,133,2025-04-13,03:50:04,2025-04-13,08:42:48
EM317,New York,JFK,Sydney,SYD,9857,Singapore Airlines,Airbus A320,First Class,997.98,146,57,2025-03-08,11:00:19,2025-03-08,13:44:36
GA883,Sydney,SYD,Dubai,DXB,11030,AirAsia,Boeing 777,Premium Economy,414.01,114,13,2025-03-17,09:29:05,2025-03-17,12:32:55
AI911,Dubai,DXB,London,LHR,11109,Qatar Airways,Airbus A380,First Class,934.13,175,95,2025-04-24,10:47:27,2025-04-24,13:52:36
SI383,Jakarta,CGK,New York,JFK,10876,Emirates,Boeing 737,Premium Economy,575.73,107,71,2025-05-06,17:20:55,2025-05-06,20:22:11
QA916,Dubai,DXB,Tokyo,HND,17438,Garuda Indonesia,Airbus A380,Economy,100.9,186,136,2025-04-05,23:47:03,2025-04-06,04:37:41
QA366,Jakarta,CGK,Dubai,DXB,15656,Garuda Indonesia,Boeing 777,Economy,282.73,145,54,2025-03-10,12:53:08,2025-03-10,17:14:04
AI935,Jakarta,CGK,Madrid,MAD,9376,Qatar Airways,Boeing 787,Economy,194.07,103,74,2025-04-21,19:42:16,2025-04-21,22:18:32
EM278,Jakarta,CGK,Madrid,MAD,15234,AirAsia,Boeing 787,Premium Economy,573.28,111,89,2025-05-20,04:48:08,2025-05-20,09:02:02
SI137,Jakarta,CGK,Dubai,DXB,16344,Singapore Airlines,Airbus A380,Business,613.26,192,140,2025-05-12,19:16:23,2025-05-12,23:48:47
GA879,Tokyo,HND,Madrid,MAD,14215,Singapore Airlines,Boeing 737,Business,616.19,178,118,2025-03-23,21:27:37,2025-03-24,01:24:32
GA966,Sydney,SYD,Dubai,DXB,7823,AirAsia,Airbus A380,First Class,947.52,184,179,2025-03-28,00:44:19,2025-03-28,02:54:42
EM707,Jakarta,CGK,Tokyo,HND,13868,Qatar Airways,Airbus A380,Business,828.34,168,138,2025-06-03,09:54:01,2025-06-03,13:45:09
QA388,Jakarta,CGK,Sydney,SYD,16497,Garuda Indonesia,Airbus A320,First Class,989.92,164,129,2025-04-13,17:20:09,2025-04-13,21:55:06
QA781,London,LHR,Sydney,SYD,16778,Garuda Indonesia,Boeing 737,Economy,261.04,175,92,2025-05-20,11:07:22,2025-05-20,15:47:00
GA825,Madrid,MAD,New York,JFK,11700,Singapore Airlines,Airbus A380,Premium Economy,587.43,107,60,2025-04-06,21:28:07,2025-04-07,00:43:07
AI814,New York,JFK,Jakarta,CGK,15919,Singapore Airlines,Boeing 777,Premium Economy,306.29,133,68,2025-05-23,16:11:22,2025-05-23,20:36:41
GA129,New York,JFK,Madrid,MAD,9316,AirAsia,Airbus A320,Premium Economy,305.01,151,51,2025-06-02,03:17:38,2025-06-02,05:52:54
GA341,Madrid,MAD,Sydney,SYD,10186,Qatar Airways,Airbus A380,Premium Economy,371.82,139,129,2025-05-29,21:37:43,2025-05-30,00:27:29
QA636,Jakarta,CGK,Tokyo,HND,14270,Emirates,Airbus A320,Premium Economy,462.78,104,47,2025-03-27,03:59:40,2025-03-27,07:57:30
GA673,Sydney,SYD,New York,JFK,8435,AirAsia,Boeing 787,Premium Economy,454.36,157,54,2025-05-17,22:07:02,2025-05-18,00:27:37
GA212,London,LHR,Jakarta,CGK,13391,Qatar Airways,Boeing 737,Premium Economy,332.41,155,136,2025-06-01,23:51:08,2025-06-02,03:34:19
QA951,Sydney,SYD,Madrid,MAD,9587,Singapore Airlines,Airbus A380,Premium Economy,580.17,193,165,2025-04-22,10:26:47,2025-04-22,13:06:34
GA891,Sydney,SYD,Dubai,DXB,15230,Qatar Airways,Boeing 787,Premium Economy,488.13,121,84,2025-03-09,09:05:12,2025-03-09,13:19:02
EM249,Dubai,DXB,Jakarta,CGK,17275,Emirates,Boeing 777,Premium Economy,524.87,117,115,2025-04-05,05:32:12,2025-04-05,10:20:07
EM981,Jakarta,CGK,Madrid,MAD,15949,Singapore Airlines,Boeing 787,First Class,963.41,166,140,2025-03-15,15:36:37,2025-03-15,20:02:26
AI478,Sydney,SYD,Tokyo,HND,17383,Singapore Airlines,Boeing 737,First Class,928.7,190,34,2025-05-26,18:58:01,2025-05-26,23:47:44
GA595,London,LHR,Madrid,MAD,7797,Garuda Indonesia,Airbus A380,First Class,982.87,197,62,2025-05-19,04:52:01,2025-05-19,07:01:58
QA674,London,LHR,Dubai,DXB,13986,Qatar Airways,Boeing 777,Business,851.82,115,88,2025-05-19,03:38:11,2025-05-19,07:31:17
SI801,Sydney,SYD,New York,JFK,7907,Garuda Indonesia,Boeing 787,Economy,292.64,107,32,2025-03-24,03:29:29,2025-03-24,05:41:16
SI198,Madrid,MAD,London,LHR,7276,AirAsia,Boeing 737,Business,766.58,192,174,2025-04-29,15:05:47,2025-04-29,17:07:03
QA445,New York,JFK,Tokyo,HND,13215,Garuda Indonesia,Boeing 777,Premium Economy,334.6,160,116,2025-04-01,16:57:07,2025-04-01,20:37:22
GA834,Dubai,DXB,Madrid,MAD,11176,Singapore Airlines,Boeing 777,Economy,215.2,128,11,2025-06-03,11:17:54,2025-06-03,14:24:10
QA224,Madrid,MAD,Jakarta,CGK,16455,Qatar Airways,Boeing 737,First Class,925.98,137,112,2025-03-19,11:19:06,2025-03-19,15:53:21
QA481,Sydney,SYD,London,LHR,8298,Singapore Airlines,Airbus A380,Premium Economy,519.84,149,87,2025-03-10,15:29:52,2025-03-10,17:48:10
SI253,Madrid,MAD,Jakarta,CGK,7420,Garuda Indonesia,Boeing 787,First Class,912.42,128,67,2025-05-17,06:43:51,2025-05-17,08:47:31
QA644,Dubai,DXB,Jakarta,CGK,14413,Singapore Airlines,Airbus A320,Business,792.9,142,46,2025-05-29,19:01:42,2025-05-29,23:01:55
AI143,London,LHR,Dubai,DXB,16363,AirAsia,Boeing 777,Economy,281.05,106,21,2025-05-05,15:48:03,2025-05-05,20:20:46
AI369,Sydney,SYD,Jakarta,CGK,13805,Qatar Airways,Boeing 787,First Class,925.97,192,171,2025-05-26,11:25:14,2025-05-26,15:15:19
QA332,Jakarta,CGK,London,LHR,8550,Singapore Airlines,Airbus A380,First Class,984.12,123,56,2025-05-31,10:24:47,2025-05-31,12:47:17
SI780,Jakarta,CGK,London,LHR,11619,Singapore Airlines,Boeing 737,Premium Economy,561.36,104,53,2025-03-25,07:36:21,2025-03-25,10:50:00
AI874,Dubai,DXB,New York,JFK,8821,Emirates,Boeing 777,First Class,977.04,187,46,2025-05-08,06:48:45,2025-05-08,09:15:46
SI529,Sydney,SYD,New York,JFK,15470,Singapore Airlines,Airbus A320,Business,628.17,108,54,2025-04-20,22:31:16,2025-04-21,02:49:06
AI132,Tokyo,HND,Sydney,SYD,11379,AirAsia,Boeing 737,First Class,989.12,118,70,2025-04-05,12:25:34,2025-04-05,15:35:13
QA652,Sydney,SYD,London,LHR,15066,Singapore Airlines,Airbus A380,First Class,912.69,189,102,2025-05-01,01:09:57,2025-05-01,05:21:03
GA937,New York,JFK,Dubai,DXB,13011,Emirates,Boeing 777,Economy,190.67,187,119,2025-03-26,15:06:59,2025-03-26,18:43:50
GA177,Dubai,DXB,London,LHR,17350,Singapore Airlines,Airbus A320,Economy,211.54,126,52,2025-04-26,02:36:39,2025-04-26,07:25:49
SI249,Jakarta,CGK,Madrid,MAD,8309,Qatar Airways,Airbus A380,First Class,915.74,144,111,2025-04-23,09:02:09,2025-04-23,11:20:38
QA773,Dubai,DXB,Madrid,MAD,17712,Singapore Airlines,Boeing 737,First Class,970.14,171,35,2025-05-21,22:59:39,2025-05-22,03:54:51
QA844,Sydney,SYD,London,LHR,12751,Singapore Airlines,Airbus A380,Economy,120.4,176,49,2025-03-22,12:09:55,2025-03-22,15:42:26
GA875,Tokyo,HND,Dubai,DXB,12480,AirAsia,Airbus A380,First Class,922.23,198,197,2025-03-23,08:53:19,2025-03-23,12:21:19
EM214,Jakarta,CGK,Dubai,DXB,14442,Singapore Airlines,Boeing 777,Premium Economy,423.0,190,74,2025-04-15,14:30:19,2025-04-15,18:31:01
EM831,Dubai,DXB,Madrid,MAD,10789,AirAsia,Airbus A320,Business,877.97,162,145,2025-04-29,12:53:58,2025-04-29,15:53:47
EM133,Madrid,MAD,London,LHR,17925,Qatar Airways,Airbus A320,First Class,947.14,159,34,2025-05-17,18:09:32,2025-05-17,23:08:17
SI848,Jakarta,CGK,Dubai,DXB,12852,Singapore Airlines,Boeing 787,Premium Economy,336.37,168,130,2025-05-17,16:13:26,2025-05-17,19:47:38
AI862,Dubai,DXB,New York,JFK,10132,Qatar Airways,Boeing 737,First Class,967.31,147,142,2025-06-02,12:46:44,2025-06-02,15:35:36
AI660,Jakarta,CGK,London,LHR,12835,Emirates,Airbus A380,Economy,281.1,148,79,2025-03-26,21:58:55,2025-03-27,01:32:50
EM170,Sydney,SYD,Madrid,MAD,9408,Singapore Airlines,Airbus A380,Premium Economy,584.51,200,137,2025-04-02,10:04:54,2025-04-02,12:41:42
GA175,Sydney,SYD,New York,JFK,14008,Qatar Airways,Boeing 737,Economy,140.92,135,110,2025-05-24,18:46:31,2025-05-24,22:39:59
SI356,New York,JFK,Dubai,DXB,11664,AirAsia,Boeing 787,First Class,916.13,182,115,2025-04-23,13:13:03,2025-04-23,16:27:27
GA896,London,LHR,Dubai,DXB,8488,Qatar Airways,Boeing 737,Premium Economy,397.81,156,58,2025-04-18,21:26:21,2025-04-18,23:47:49
GA962,Jakarta,CGK,Madrid,MAD,8306,Singapore Airlines,Boeing 787,Premium Economy,464.08,154,88,2025-04-06,22:22:44,2025-04-07,00:41:10
