FlightNumber,Departure,DepartureCode,Arrival,ArrivalCode,Duration,Airline,Aircraft,Category,Price,SeatCapacity,AvailableSeats,DepartureDate,DepartureHour,ArrivalDate,ArrivalHour
QA261,Sydney,SYD,Tokyo,HND,16608,Emirates,Airbus A380,Economy,200.2,130,46,2025-03-29,00:57:10,2025-03-29,05:33:58
GA382,London,LHR,Jakarta,CGK,9977,AirAsia,Airbus A320,Premium_Economy,359.85,119,17,2025-03-21,19:22:37,2025-03-21,22:08:54
GA760,Jakarta,CGK,New York,JFK,15508,Singapore Airlines,Airbus A320,Economy,281.2,193,85,2025-03-27,04:23:34,2025-03-27,08:42:02
SI694,Dubai,DXB,Madrid,MAD,15739,Garuda Indonesia,Boeing 787,Premium_Economy,323.87,100,95,2025-03-28,21:36:13,2025-03-29,01:58:32
EM900,Dubai,DXB,London,LHR,16727,Emirates,Boeing 777,First_Class,946.06,185,11,2025-03-16,08:18:25,2025-03-16,12:57:12
AI956,Tokyo,HND,Dubai,DXB,11392,Qatar Airways,Boeing 787,Premium_Economy,489.3,119,83,2025-03-20,23:42:37,2025-03-21,02:52:29
AI394,Sydney,SYD,Tokyo,HND,12762,Emirates,Boeing 787,Business,665.73,195,34,2025-03-24,01:16:58,2025-03-24,04:49:40
QA298,Tokyo,HND,Dubai,DXB,14185,Qatar Airways,Airbus A320,Business,689.9,115,92,2025-03-19,18:43:11,2025-03-19,22:39:36
QA328,Sydney,SYD,Jakarta,CGK,17286,Qatar Airways,Boeing 787,Premium_Economy,359.83,106,26,2025-03-23,17:29:07,2025-03-23,22:17:13
GA654,London,LHR,New York,JFK,15676,Qatar Airways,Boeing 737,Premium_Economy,310.0,119,38,2025-03-20,09:40:35,2025-03-20,14:01:51
EM269,London,LHR,Tokyo,HND,17471,Singapore Airlines,Airbus A380,Premium_Economy,420.86,150,29,2025-03-16,17:12:56,2025-03-16,22:04:07
AI888,Tokyo,HND,Sydney,SYD,8436,Emirates,Boeing 737,Premium_Economy,521.83,174,109,2025-03-24,23:04:48,2025-03-25,01:25:24
GA154,Tokyo,HND,Dubai,DXB,9856,Garuda Indonesia,Boeing 777,Economy,153.36,129,45,2025-03-17,03:26:49,2025-03-17,06:11:05
GA316,Tokyo,HND,Sydney,SYD,8577,Qatar Airways,Boeing 737,First_Class,989.72,134,43,2025-03-27,06:01:13,2025-03-27,08:24:10
EM221,Madrid,MAD,London,LHR,12906,AirAsia,Boeing 787,Economy,190.42,131,61,2025-03-18,07:14:47,2025-03-18,10:49:53
GA301,Dubai,DXB,Sydney,SYD,11271,Singapore Airlines,Boeing 737,Premium_Economy,435.96,149,102,2025-03-18,00:52:10,2025-03-18,04:00:01
QA921,Tokyo,HND,Sydney,SYD,14501,Singapore Airlines,Boeing 737,First_Class,940.12,130,103,2025-03-18,18:43:16,2025-03-18,22:44:57
QA439,Dubai,DXB,New York,JFK,7719,Qatar Airways,Boeing 787,First_Class,907.14,194,135,2025-03-28,22:19:00,2025-03-29,00:27:39
QA150,London,LHR,Dubai,DXB,13343,Singapore Airlines,Airbus A380,Business,729.15,160,70,2025-03-16,18:52:37,2025-03-16,22:35:00
QA754,New York,JFK,Jakarta,CGK,7340,Garuda Indonesia,Boeing 787,Economy,198.3,110,57,2025-03-20,17:30:06,2025-03-20,19:32:26
AI228,London,LHR,Tokyo,HND,13813,AirAsia,Airbus A380,Premium_Economy,577.99,103,96,2025-03-21,20:09:24,2025-03-21,23:59:37
EM606,Jakarta,CGK,Tokyo,HND,11124,Singapore Airlines,Boeing 737,Economy,105.85,161,43,2025-03-21,15:08:33,2025-03-21,18:13:57
AI741,Dubai,DXB,Madrid,MAD,7365,Emirates,Airbus A320,First_Class,996.48,191,11,2025-03-24,23:15:17,2025-03-25,01:18:02
EM355,New York,JFK,Jakarta,CGK,13211,AirAsia,Airbus A320,First_Class,913.89,170,109,2025-03-22,10:33:15,2025-03-22,14:13:26
EM953,London,LHR,Dubai,DXB,7475,Singapore Airlines,Boeing 787,Business,862.35,162,158,2025-03-19,07:57:00,2025-03-19,10:01:35
EM830,Madrid,MAD,Jakarta,CGK,17724,Singapore Airlines,Airbus A320,First_Class,953.98,162,75,2025-03-20,07:28:24,2025-03-20,12:23:48
AI240,New York,JFK,Jakarta,CGK,8179,Qatar Airways,Boeing 777,Economy,219.82,147,99,2025-03-23,16:54:39,2025-03-23,19:10:58
GA492,Madrid,MAD,Sydney,SYD,12507,AirAsia,Boeing 777,Economy,219.99,189,66,2025-03-17,13:17:12,2025-03-17,16:45:39
AI720,Sydney,SYD,Tokyo,HND,14809,Qatar Airways,Boeing 787,First_Class,983.34,140,56,2025-03-29,05:14:59,2025-03-29,09:21:48
AI400,London,LHR,Dubai,DXB,9278,Garuda Indonesia,Boeing 737,Economy,191.72,153,80,2025-03-16,09:22:23,2025-03-16,11:57:01
GA180,New York,JFK,Tokyo,HND,14795,Qatar Airways,Boeing 787,Premium_Economy,515.36,192,173,2025-03-16,21:52:49,2025-03-17,01:59:24
AI928,Madrid,MAD,Tokyo,HND,11146,AirAsia,Boeing 787,Economy,190.0,113,50,2025-03-17,23:36:52,2025-03-18,02:42:38
EM290,Tokyo,HND,Dubai,DXB,16527,Emirates,Boeing 787,Premium_Economy,392.23,117,83,2025-03-17,14:31:33,2025-03-17,19:07:00
GA798,Dubai,DXB,New York,JFK,10187,Qatar Airways,Boeing 737,Premium_Economy,385.52,165,57,2025-03-21,12:35:07,2025-03-21,15:24:54
GA126,London,LHR,Sydney,SYD,10463,Emirates,Boeing 787,Economy,177.89,186,122,2025-03-14,19:56:17,2025-03-14,22:50:40
AI208,Madrid,MAD,London,LHR,13943,Emirates,Boeing 737,Business,688.47,179,129,2025-03-15,00:25:36,2025-03-15,04:17:59
AI842,London,LHR,Tokyo,HND,14112,Singapore Airlines,Boeing 737,Premium_Economy,501.74,181,112,2025-03-22,18:12:32,2025-03-22,22:07:44
EM336,London,LHR,Sydney,SYD,9102,Singapore Airlines,Boeing 737,Premium_Economy,567.59,135,52,2025-03-18,00:04:18,2025-03-18,02:36:00
GA713,Sydney,SYD,New York,JFK,15798,Singapore Airlines,Airbus A320,Business,849.33,159,147,2025-03-26,09:03:15,2025-03-26,13:26:33
AI558,Madrid,MAD,London,LHR,12085,Qatar Airways,Airbus A380,Economy,294.92,128,103,2025-03-15,23:51:11,2025-03-16,03:12:36
GA468,Tokyo,HND,London,LHR,9007,Singapore Airlines,Boeing 777,Business,882.89,194,22,2025-03-25,09:19:29,2025-03-25,11:49:36
QA608,Tokyo,HND,Madrid,MAD,16462,Qatar Airways,Boeing 777,Premium_Economy,400.54,102,76,2025-03-27,22:56:04,2025-03-28,03:30:26
EM242,Dubai,DXB,Jakarta,CGK,13168,Garuda Indonesia,Airbus A320,Premium_Economy,367.97,106,13,2025-03-14,20:59:26,2025-03-15,00:38:54
GA996,Jakarta,CGK,London,LHR,8616,AirAsia,Boeing 737,Premium_Economy,315.94,124,94,2025-03-21,20:58:20,2025-03-21,23:21:56
SI526,New York,JFK,Sydney,SYD,7703,Emirates,Boeing 737,Premium_Economy,513.67,144,56,2025-03-18,00:18:00,2025-03-18,02:26:23
SI521,Jakarta,CGK,Madrid,MAD,11922,Emirates,Boeing 737,First_Class,914.5,102,48,2025-03-20,03:19:34,2025-03-20,06:38:16
EM252,New York,JFK,Jakarta,CGK,15023,Qatar Airways,Boeing 787,Economy,235.4,195,163,2025-03-28,01:51:06,2025-03-28,06:01:29
QA995,New York,JFK,Madrid,MAD,7490,Singapore Airlines,Airbus A320,Economy,172.37,134,10,2025-03-18,00:06:25,2025-03-18,02:11:15
AI843,Sydney,SYD,Jakarta,CGK,15627,Qatar Airways,Boeing 737,Business,803.01,183,60,2025-03-18,18:12:10,2025-03-18,22:32:37
GA905,Jakarta,CGK,Madrid,MAD,15772,AirAsia,Boeing 777,Business,637.04,145,13,2025-03-25,11:52:22,2025-03-25,16:15:14
QA816,Jakarta,CGK,Tokyo,HND,8805,Emirates,Boeing 787,Business,775.53,151,43,2025-03-21,06:04:28,2025-03-21,08:31:13
GA421,Jakarta,CGK,London,LHR,17027,Garuda Indonesia,Airbus A380,First_Class,902.68,112,74,2025-03-15,12:00:30,2025-03-15,16:44:17
AI431,Jakarta,CGK,Tokyo,HND,14574,Garuda Indonesia,Boeing 787,Business,635.06,198,86,2025-03-22,20:50:25,2025-03-23,00:53:19
AI806,Madrid,MAD,Tokyo,HND,12074,Singapore Airlines,Boeing 787,Business,752.48,177,78,2025-03-16,18:14:26,2025-03-16,21:35:40
EM967,London,LHR,Tokyo,HND,8757,AirAsia,Airbus A380,Economy,163.65,191,107,2025-03-19,03:21:42,2025-03-19,05:47:39
EM781,London,LHR,Jakarta,CGK,12781,Qatar Airways,Airbus A320,Premium_Economy,468.72,105,96,2025-03-25,21:51:54,2025-03-26,01:24:55
GA144,New York,JFK,Jakarta,CGK,12385,Qatar Airways,Boeing 787,Economy,267.18,132,126,2025-03-20,11:18:01,2025-03-20,14:44:26
QA197,New York,JFK,Jakarta,CGK,12595,Singapore Airlines,Airbus A320,Business,742.57,135,89,2025-03-18,16:09:10,2025-03-18,19:39:05
QA218,Jakarta,CGK,Dubai,DXB,15056,Qatar Airways,Boeing 737,Business,894.75,199,111,2025-03-19,00:12:34,2025-03-19,04:23:30
AI907,London,LHR,Dubai,DXB,13621,Garuda Indonesia,Boeing 787,Economy,164.35,145,67,2025-03-16,16:10:45,2025-03-16,19:57:46
SI894,Madrid,MAD,Dubai,DXB,14114,Emirates,Boeing 737,First_Class,940.26,178,65,2025-03-17,14:53:06,2025-03-17,18:48:20
AI819,Dubai,DXB,Jakarta,CGK,7469,Singapore Airlines,Airbus A380,Premium_Economy,573.74,105,53,2025-03-24,11:46:31,2025-03-24,13:51:00
EM472,Madrid,MAD,London,LHR,12762,Qatar Airways,Boeing 737,Economy,139.67,139,90,2025-03-19,04:43:14,2025-03-19,08:15:56
AI564,London,LHR,Madrid,MAD,11677,AirAsia,Airbus A380,First_Class,940.48,170,65,2025-03-18,12:39:18,2025-03-18,15:53:55
GA257,Madrid,MAD,Sydney,SYD,11745,Singapore Airlines,Airbus A380,Premium_Economy,364.11,172,107,2025-03-23,12:20:03,2025-03-23,15:35:48
AI410,Madrid,MAD,Dubai,DXB,7402,Emirates,Boeing 787,First_Class,924.78,163,68,2025-03-28,15:21:31,2025-03-28,17:24:53
SI929,Sydney,SYD,New York,JFK,9670,AirAsia,Airbus A380,First_Class,901.35,199,28,2025-03-25,12:13:35,2025-03-25,14:54:45
AI998,Dubai,DXB,London,LHR,16284,Singapore Airlines,Boeing 737,Business,787.42,166,15,2025-03-23,11:33:47,2025-03-23,16:05:11
QA975,Dubai,DXB,Madrid,MAD,14056,AirAsia,Boeing 737,First_Class,944.92,185,76,2025-03-28,10:00:35,2025-03-28,13:54:51
SI413,Madrid,MAD,New York,JFK,7925,Qatar Airways,Airbus A380,First_Class,996.07,153,83,2025-03-18,08:35:19,2025-03-18,10:47:24
QA243,Tokyo,HND,Sydney,SYD,10705,Singapore Airlines,Boeing 787,First_Class,971.6,181,48,2025-03-21,15:59:04,2025-03-21,18:57:29
GA311,New York,JFK,Tokyo,HND,15033,AirAsia,Boeing 777,Economy,244.34,132,62,2025-03-22,04:40:39,2025-03-22,08:51:12
QA287,Jakarta,CGK,Tokyo,HND,17750,Emirates,Boeing 777,First_Class,902.16,189,83,2025-03-26,00:20:48,2025-03-26,05:16:38
EM434,Jakarta,CGK,London,LHR,11854,Emirates,Airbus A380,First_Class,967.93,184,67,2025-03-29,00:16:20,2025-03-29,03:33:54
QA942,Jakarta,CGK,London,LHR,13188,AirAsia,Boeing 787,First_Class,943.89,185,108,2025-03-15,17:01:51,2025-03-15,20:41:39
EM890,Tokyo,HND,Jakarta,CGK,17556,Singapore Airlines,Airbus A320,Premium_Economy,569.75,177,77,2025-03-15,20:11:01,2025-03-16,01:03:37
GA305,London,LHR,Sydney,SYD,17077,Garuda Indonesia,Boeing 787,Premium_Economy,424.96,157,138,2025-03-20,10:48:13,2025-03-20,15:32:50
GA224,Madrid,MAD,Tokyo,HND,17857,Emirates,Airbus A380,First_Class,974.19,100,21,2025-03-23,06:56:05,2025-03-23,11:53:42
AI464,Dubai,DXB,Jakarta,CGK,10314,Qatar Airways,Boeing 777,Premium_Economy,323.87,169,86,2025-03-17,07:50:27,2025-03-17,10:42:21
AI320,Dubai,DXB,New York,JFK,12817,AirAsia,Airbus A320,Business,887.87,148,116,2025-03-16,17:22:36,2025-03-16,20:56:13
SI721,Madrid,MAD,London,LHR,12710,Emirates,Airbus A320,First_Class,991.35,132,131,2025-03-24,07:58:23,2025-03-24,11:30:13
SI320,Jakarta,CGK,London,LHR,8891,Qatar Airways,Boeing 777,First_Class,946.94,104,91,2025-03-17,11:20:52,2025-03-17,13:49:03
SI293,Tokyo,HND,Dubai,DXB,15271,Emirates,Airbus A320,First_Class,907.08,184,15,2025-03-17,21:23:37,2025-03-18,01:38:08
SI130,London,LHR,New York,JFK,16934,Emirates,Airbus A380,Economy,113.08,115,106,2025-03-27,02:14:51,2025-03-27,06:57:05
SI265,Madrid,MAD,Sydney,SYD,9825,Qatar Airways,Boeing 787,Business,732.76,181,126,2025-03-28,03:14:21,2025-03-28,05:58:06
EM248,Dubai,DXB,Sydney,SYD,16968,Singapore Airlines,Airbus A380,First_Class,988.36,127,99,2025-03-29,08:56:16,2025-03-29,13:39:04
AI387,Tokyo,HND,New York,JFK,17544,AirAsia,Airbus A380,Premium_Economy,465.3,131,40,2025-03-23,19:32:42,2025-03-24,00:25:06
GA590,Madrid,MAD,Tokyo,HND,12043,Singapore Airlines,Boeing 737,Premium_Economy,527.67,177,12,2025-03-29,12:17:04,2025-03-29,15:37:47
AI936,New York,JFK,Tokyo,HND,17961,Emirates,Airbus A380,Business,628.5,103,38,2025-03-22,21:28:21,2025-03-23,02:27:42
GA143,Sydney,SYD,Jakarta,CGK,15004,Emirates,Boeing 737,Economy,204.83,110,39,2025-03-21,04:24:04,2025-03-21,08:34:08
QA775,Jakarta,CGK,Sydney,SYD,11430,Singapore Airlines,Airbus A320,Economy,277.48,120,99,2025-03-17,06:42:30,2025-03-17,09:53:00
SI720,London,LHR,Jakarta,CGK,12621,AirAsia,Boeing 777,Business,830.27,124,69,2025-03-20,21:23:58,2025-03-21,00:54:19
EM339,Sydney,SYD,Dubai,DXB,7717,Emirates,Boeing 777,First_Class,956.14,110,48,2025-03-18,01:11:38,2025-03-18,03:20:15
AI179,Dubai,DXB,Jakarta,CGK,15962,Singapore Airlines,Airbus A380,First_Class,942.25,184,63,2025-03-23,14:08:26,2025-03-23,18:34:28
GA480,Jakarta,CGK,Madrid,MAD,9966,Singapore Airlines,Boeing 737,Economy,234.99,182,85,2025-03-16,10:07:58,2025-03-16,12:54:04
GA966,Tokyo,HND,Dubai,DXB,10214,Garuda Indonesia,Boeing 777,Economy,170.19,129,21,2025-03-27,02:59:03,2025-03-27,05:49:17
QA810,Madrid,MAD,New York,JFK,10544,Qatar Airways,Boeing 737,Business,805.34,198,184,2025-03-26,19:39:54,2025-03-26,22:35:38
SI115,Sydney,SYD,London,LHR,11045,AirAsia,Boeing 737,Premium_Economy,507.5,152,144,2025-03-23,12:34:55,2025-03-23,15:39:00
AI847,Tokyo,HND,London,LHR,15514,Qatar Airways,Airbus A380,Premium_Economy,495.51,162,68,2025-03-17,03:28:53,2025-03-17,07:47:27
QA943,London,LHR,New York,JFK,10741,Qatar Airways,Airbus A380,Premium_Economy,359.96,145,84,2025-03-21,00:03:16,2025-03-21,03:02:17
EM220,Jakarta,CGK,Sydney,SYD,14689,Emirates,Boeing 777,Business,831.6,200,67,2025-03-26,16:11:23,2025-03-26,20:16:12
GA268,New York,JFK,Sydney,SYD,9055,AirAsia,Boeing 737,First_Class,943.07,175,101,2025-03-28,23:35:08,2025-03-29,02:06:03
SI777,Jakarta,CGK,New York,JFK,15832,Emirates,Airbus A380,Premium_Economy,458.02,170,19,2025-03-29,03:18:48,2025-03-29,07:42:40
SI424,Sydney,SYD,London,LHR,16993,Garuda Indonesia,Boeing 787,Business,636.32,137,91,2025-03-15,07:00:14,2025-03-15,11:43:27
SI717,Jakarta,CGK,Madrid,MAD,12052,Singapore Airlines,Boeing 787,Premium_Economy,477.21,183,33,2025-03-28,12:25:11,2025-03-28,15:46:03
GA535,Dubai,DXB,London,LHR,17387,Singapore Airlines,Boeing 787,Economy,292.63,115,85,2025-03-17,14:20:13,2025-03-17,19:10:00
AI616,London,LHR,Tokyo,HND,16944,Emirates,Boeing 777,First_Class,960.21,195,102,2025-03-26,09:05:54,2025-03-26,13:48:18
GA641,London,LHR,Tokyo,HND,16401,Qatar Airways,Airbus A320,First_Class,915.94,174,161,2025-03-26,00:00:16,2025-03-26,04:33:37
EM286,Tokyo,HND,Sydney,SYD,8367,Singapore Airlines,Boeing 737,Business,649.99,113,71,2025-03-20,10:46:32,2025-03-20,13:05:59
GA363,Tokyo,HND,Dubai,DXB,12059,Emirates,Boeing 777,Business,859.77,121,63,2025-03-23,02:35:07,2025-03-23,05:56:06
GA532,Jakarta,CGK,Sydney,SYD,14019,Singapore Airlines,Boeing 737,First_Class,968.69,123,54,2025-03-20,22:02:21,2025-03-21,01:56:00
SI485,London,LHR,Tokyo,HND,13083,Qatar Airways,Boeing 737,Economy,297.67,104,61,2025-03-23,09:38:43,2025-03-23,13:16:46
SI497,London,LHR,Jakarta,CGK,12914,Garuda Indonesia,Boeing 777,Business,780.76,154,76,2025-03-21,17:32:18,2025-03-21,21:07:32
SI877,London,LHR,Dubai,DXB,15982,AirAsia,Boeing 777,Premium_Economy,547.45,115,33,2025-03-21,05:52:54,2025-03-21,10:19:16
EM892,London,LHR,Sydney,SYD,16551,AirAsia,Airbus A320,Economy,131.77,118,80,2025-03-18,07:03:14,2025-03-18,11:39:05
EM247,Madrid,MAD,Tokyo,HND,10759,Qatar Airways,Boeing 787,Premium_Economy,565.58,198,37,2025-03-15,21:27:02,2025-03-16,00:26:21
AI383,London,LHR,Tokyo,HND,12290,AirAsia,Airbus A320,Business,872.61,117,45,2025-03-24,08:39:35,2025-03-24,12:04:25
SI880,New York,JFK,Sydney,SYD,13572,Emirates,Boeing 787,Business,623.37,142,121,2025-03-15,13:49:11,2025-03-15,17:35:23
EM498,Tokyo,HND,Jakarta,CGK,9313,Emirates,Boeing 737,Business,646.06,195,111,2025-03-26,05:27:29,2025-03-26,08:02:42
SI576,Dubai,DXB,Sydney,SYD,8906,Qatar Airways,Boeing 737,Premium_Economy,574.94,173,131,2025-03-23,19:46:58,2025-03-23,22:15:24
QA848,Sydney,SYD,Dubai,DXB,13114,AirAsia,Boeing 787,First_Class,942.84,112,84,2025-03-24,08:10:58,2025-03-24,11:49:32
GA829,Dubai,DXB,Sydney,SYD,16482,Qatar Airways,Airbus A380,First_Class,939.92,193,14,2025-03-16,10:07:42,2025-03-16,14:42:24
AI939,Jakarta,CGK,London,LHR,9594,Qatar Airways,Boeing 787,Economy,132.74,170,74,2025-03-25,07:26:13,2025-03-25,10:06:07
AI404,Tokyo,HND,New York,JFK,9500,Singapore Airlines,Airbus A320,Premium_Economy,547.31,184,54,2025-03-27,00:00:52,2025-03-27,02:39:12
AI912,Madrid,MAD,Jakarta,CGK,14111,Singapore Airlines,Airbus A380,First_Class,902.42,197,116,2025-03-24,04:35:20,2025-03-24,08:30:31
SI597,Sydney,SYD,Jakarta,CGK,15666,Singapore Airlines,Boeing 737,Business,884.95,124,76,2025-03-24,15:21:28,2025-03-24,19:42:34
EM322,Sydney,SYD,London,LHR,9674,Qatar Airways,Boeing 737,Economy,154.95,182,65,2025-03-24,20:13:00,2025-03-24,22:54:14
QA263,Dubai,DXB,London,LHR,15400,Garuda Indonesia,Airbus A320,Business,745.57,154,112,2025-03-29,03:37:32,2025-03-29,07:54:12
GA931,London,LHR,Jakarta,CGK,7809,Emirates,Boeing 787,Premium_Economy,582.64,128,73,2025-03-27,21:54:31,2025-03-28,00:04:40
GA183,Jakarta,CGK,Sydney,SYD,13770,Emirates,Boeing 777,First_Class,925.6,108,67,2025-03-26,01:52:37,2025-03-26,05:42:07
GA539,Jakarta,CGK,Tokyo,HND,16668,Qatar Airways,Boeing 777,Economy,159.07,112,90,2025-03-29,06:44:46,2025-03-29,11:22:34
EM394,New York,JFK,Dubai,DXB,11161,AirAsia,Boeing 737,Economy,217.55,183,96,2025-03-27,09:56:38,2025-03-27,13:02:39
QA673,Dubai,DXB,Tokyo,HND,16574,Emirates,Boeing 737,Premium_Economy,451.16,158,157,2025-03-28,14:41:47,2025-03-28,19:18:01
SI463,Tokyo,HND,Jakarta,CGK,17458,Singapore Airlines,Boeing 787,Premium_Economy,517.84,118,61,2025-03-20,23:06:44,2025-03-21,03:57:42
QA314,London,LHR,Sydney,SYD,7216,Garuda Indonesia,Boeing 777,First_Class,913.67,110,11,2025-03-25,20:48:40,2025-03-25,22:48:56
EM236,Dubai,DXB,Sydney,SYD,15231,Emirates,Boeing 777,Premium_Economy,405.44,122,12,2025-03-29,02:20:24,2025-03-29,06:34:15
AI521,Jakarta,CGK,Madrid,MAD,8975,Emirates,Boeing 737,Premium_Economy,576.26,163,56,2025-03-20,04:26:00,2025-03-20,06:55:35
GA166,London,LHR,Madrid,MAD,9866,Singapore Airlines,Airbus A380,Economy,177.38,183,69,2025-03-16,20:11:25,2025-03-16,22:55:51
QA751,Tokyo,HND,Jakarta,CGK,16189,Emirates,Airbus A380,First_Class,988.42,158,11,2025-03-25,08:58:28,2025-03-25,13:28:17
AI196,Dubai,DXB,New York,JFK,8973,Garuda Indonesia,Airbus A320,Business,765.7,103,58,2025-03-17,07:20:46,2025-03-17,09:50:19
EM208,Madrid,MAD,Sydney,SYD,7703,Singapore Airlines,Airbus A380,Economy,149.46,190,69,2025-03-16,07:58:19,2025-03-16,10:06:42
QA361,Tokyo,HND,Madrid,MAD,9252,Qatar Airways,Boeing 777,First_Class,997.4,167,136,2025-03-21,04:57:50,2025-03-21,07:32:02
EM305,Jakarta,CGK,Tokyo,HND,13570,AirAsia,Boeing 737,First_Class,967.86,139,52,2025-03-28,20:25:35,2025-03-29,00:11:45
SI528,New York,JFK,Sydney,SYD,11873,AirAsia,Boeing 737,First_Class,961.43,148,57,2025-03-16,14:19:34,2025-03-16,17:37:27
QA972,New York,JFK,Sydney,SYD,15060,Singapore Airlines,Airbus A320,Premium_Economy,452.44,167,23,2025-03-22,09:23:24,2025-03-22,13:34:24
AI132,Tokyo,HND,New York,JFK,8532,Qatar Airways,Boeing 777,Economy,283.32,110,23,2025-03-18,01:51:20,2025-03-18,04:13:32
GA859,Tokyo,HND,Sydney,SYD,8435,Qatar Airways,Airbus A380,Premium_Economy,536.89,185,103,2025-03-29,01:36:50,2025-03-29,03:57:25
EM101,Sydney,SYD,Jakarta,CGK,16783,AirAsia,Airbus A320,Economy,188.86,144,29,2025-03-26,22:27:44,2025-03-27,03:07:27
QA325,New York,JFK,Tokyo,HND,14684,Qatar Airways,Boeing 787,First_Class,925.55,118,67,2025-03-27,02:05:15,2025-03-27,06:09:59
EM905,Sydney,SYD,New York,JFK,16731,Singapore Airlines,Airbus A380,Economy,288.12,132,62,2025-03-25,13:33:05,2025-03-25,18:11:56
SI285,Madrid,MAD,Sydney,SYD,17527,Singapore Airlines,Airbus A380,Premium_Economy,462.18,191,77,2025-03-25,21:35:42,2025-03-26,02:27:49
SI201,Sydney,SYD,New York,JFK,9083,AirAsia,Airbus A320,Premium_Economy,475.24,160,113,2025-03-26,08:17:58,2025-03-26,10:49:21
AI191,Sydney,SYD,Dubai,DXB,8008,Qatar Airways,Boeing 787,Economy,220.68,139,91,2025-03-25,11:51:28,2025-03-25,14:04:56
GA692,Sydney,SYD,New York,JFK,13673,AirAsia,Boeing 737,Business,860.54,145,50,2025-03-23,15:26:22,2025-03-23,19:14:15
AI136,New York,JFK,Sydney,SYD,12935,AirAsia,Boeing 777,Premium_Economy,518.17,127,85,2025-03-27,01:00:42,2025-03-27,04:36:17
EM663,London,LHR,Sydney,SYD,10890,Garuda Indonesia,Airbus A320,Premium_Economy,499.4,155,98,2025-03-29,08:23:44,2025-03-29,11:25:14
AI799,Tokyo,HND,London,LHR,9940,Qatar Airways,Boeing 737,Premium_Economy,311.11,181,55,2025-03-16,06:44:17,2025-03-16,09:29:57
AI280,Jakarta,CGK,New York,JFK,9230,AirAsia,Boeing 737,Premium_Economy,593.28,178,56,2025-03-21,15:49:21,2025-03-21,18:23:11
EM977,Tokyo,HND,New York,JFK,13537,Singapore Airlines,Boeing 787,Economy,231.3,170,25,2025-03-21,22:17:58,2025-03-22,02:03:35
QA444,Jakarta,CGK,London,LHR,10373,AirAsia,Boeing 777,Economy,169.58,181,20,2025-03-28,20:20:58,2025-03-28,23:13:51
SI768,Jakarta,CGK,London,LHR,14203,Qatar Airways,Boeing 777,First_Class,901.16,142,106,2025-03-22,18:14:24,2025-03-22,22:11:07
SI186,Madrid,MAD,Tokyo,HND,8543,Emirates,Boeing 737,Premium_Economy,467.3,128,10,2025-03-19,20:22:06,2025-03-19,22:44:29
EM416,Madrid,MAD,Dubai,DXB,10774,Singapore Airlines,Boeing 787,First_Class,993.61,192,70,2025-03-15,12:40:48,2025-03-15,15:40:22
EM207,New York,JFK,London,LHR,16344,Emirates,Boeing 737,Premium_Economy,397.59,177,27,2025-03-25,06:01:54,2025-03-25,10:34:18
QA642,New York,JFK,Madrid,MAD,9771,Garuda Indonesia,Boeing 737,First_Class,997.65,118,56,2025-03-25,10:44:31,2025-03-25,13:27:22
EM166,Sydney,SYD,New York,JFK,9223,Qatar Airways,Boeing 737,First_Class,927.38,128,54,2025-03-29,07:46:57,2025-03-29,10:20:40
EM702,London,LHR,Jakarta,CGK,11567,Singapore Airlines,Boeing 777,Premium_Economy,538.41,181,152,2025-03-27,10:20:58,2025-03-27,13:33:45
GA864,London,LHR,Jakarta,CGK,17107,Emirates,Boeing 777,Business,770.84,110,88,2025-03-24,00:58:30,2025-03-24,05:43:37
AI216,Jakarta,CGK,New York,JFK,9833,Qatar Airways,Airbus A320,Business,821.3,190,170,2025-03-27,12:23:32,2025-03-27,15:07:25
GA519,Dubai,DXB,Sydney,SYD,17436,Emirates,Airbus A320,Business,704.08,115,39,2025-03-23,02:11:17,2025-03-23,07:01:53
QA168,Sydney,SYD,Tokyo,HND,13216,AirAsia,Boeing 787,First_Class,908.39,146,41,2025-03-28,08:03:14,2025-03-28,11:43:30
SI984,Jakarta,CGK,New York,JFK,14276,AirAsia,Boeing 737,First_Class,925.85,180,14,2025-03-24,03:49:58,2025-03-24,07:47:54
EM598,Sydney,SYD,New York,JFK,9022,Emirates,Boeing 787,Premium_Economy,427.27,113,77,2025-03-18,20:49:54,2025-03-18,23:20:16
AI588,New York,JFK,Sydney,SYD,9400,Qatar Airways,Boeing 737,Economy,282.84,147,96,2025-03-20,19:31:50,2025-03-20,22:08:30
GA387,Sydney,SYD,Madrid,MAD,16765,Qatar Airways,Boeing 777,Business,747.45,185,167,2025-03-21,00:53:35,2025-03-21,05:33:00
QA111,Dubai,DXB,Tokyo,HND,9045,Emirates,Boeing 777,Premium_Economy,459.02,133,45,2025-03-17,22:46:46,2025-03-18,01:17:31
AI699,London,LHR,Dubai,DXB,14328,Qatar Airways,Boeing 777,Economy,142.09,134,124,2025-03-25,09:03:17,2025-03-25,13:02:05
QA996,Sydney,SYD,Tokyo,HND,7578,Emirates,Boeing 777,Business,738.92,112,80,2025-03-27,02:16:53,2025-03-27,04:23:11
AI571,Jakarta,CGK,New York,JFK,12946,AirAsia,Boeing 737,Economy,214.45,150,148,2025-03-17,16:48:56,2025-03-17,20:24:42
